leaid,statename,lea_name,operational_schools,totalexp_1617,expps_1617,ell_1617_pct,Total_Enrollment,District_Locale,American_Indian_pct,Asian_pct,Black_or_African_American_pct,Hispanic_or_Latino_pct,Hawaiian_pct,Not_Specified_pct,Multi_Racial_pct,White_pct
100270,ALABAMA,Baldwin County,45.0,322157000.0,9084.5137,0.029698212,32267.0,4.0,0.27582359686366875,0.8801561967335049,11.516409954442619,9.511265379489881,0.06508197229367466,0.0,7.186909226144358,70.56435367403229
100300,ALABAMA,Barbour County,3.0,10433000.0,11637.544,0.074380167,755.0,4.0,0.26490066225165565,0.3973509933774834,78.41059602649007,14.304635761589404,0.13245033112582782,0.0,0.26490066225165565,6.225165562913907
100330,ALABAMA,Bessemer City,9.0,40792000.0,15525.598742474227,0.06933622725525758,3618.0,3.0,0.16583747927031509,0.0,85.04698728579325,10.834715312327253,0.027639579878385848,0.0,1.4096185737976783,2.515201768933112
100360,ALABAMA,Bibb County,9.0,32565000.0,9253.7227,0.013977515,3236.0,2.0,0.27812113720642767,0.30902348578491967,21.817058096415327,3.7391841779975277,0.030902348578491966,0.0,1.2360939431396787,72.58961681087763
100390,ALABAMA,Birmingham City,52.0,273569000.0,10760.656,0.027627752999999998,23041.0,1.0,0.2864459007855562,0.13888286098693634,90.25649928388525,7.117746625580487,0.19096393385703744,0.0,0.7508354672106246,1.2586259276941105
100420,ALABAMA,Blount County,17.0,74687000.0,8833.1836,0.040164251,7651.0,4.0,0.15684224284407267,0.19605280355509083,1.320088877270945,15.435890733237486,0.07842112142203633,0.0,0.470526728532218,82.34217749313815
100450,ALABAMA,Brewton City,3.0,12404000.0,9886.792,0.007187781,1133.0,2.0,0.970873786407767,0.617828773168579,31.77405119152692,2.030008826125331,0.088261253309797,0.0,0.794351279788173,63.724624889673436
100480,ALABAMA,Bullock County,4.0,15463000.0,15601.42023596869,0.07978074603251814,1438.0,2.0,0.13908205841446453,0.13908205841446453,82.5452016689847,15.020862308762169,0.0,0.0,0.0,2.1557719054242
100510,ALABAMA,Butler County,7.0,33939000.0,9062.5996,0.004471415,3015.0,2.0,0.06633499170812604,0.4975124378109453,62.885572139303484,1.3930348258706469,0.06633499170812604,0.0,0.9286898839137645,34.16252072968491
100540,ALABAMA,Calhoun County,19.0,108224000.0,9397.8398,0.011251125,8548.0,4.0,0.2924660739354235,0.6317267197005147,14.705194197473093,4.878334113242864,0.2339728591483388,0.0,0.0,79.25830603649976
100600,ALABAMA,Chambers County,11.0,36270000.0,9296.083,0.005477951,3545.0,2.0,0.19746121297602257,0.4231311706629055,47.898448519040905,2.5952045133991537,0.028208744710860368,0.0,0.6488011283497884,48.208744710860366
100630,ALABAMA,Cherokee County,8.0,42939000.0,9419.7959,0.002486944,3934.0,4.0,4.092526690391459,0.3050330452465684,4.550076258261312,1.626842907981698,0.17793594306049823,0.0,0.6863243518047788,88.56126080325369
100660,ALABAMA,Chilton County,14.0,69996000.0,8505.9307,0.040742651,7837.0,4.0,0.37003955595253285,0.45935944876866147,11.432946280464463,16.320020415975502,0.03827995406405512,0.0,1.8501977797626643,69.52915656501212
100690,ALABAMA,Choctaw County,4.0,16030000.0,10529.287,0.002117149,1300.0,4.0,0.15384615384615385,0.07692307692307693,68.53846153846153,1.0,0.07692307692307693,0.0,0.3076923076923077,29.846153846153847
100720,ALABAMA,Clarke County,7.0,34630000.0,9895.5781,0.002972873,2460.0,4.0,0.44715447154471544,0.6504065040650406,65.52845528455285,1.016260162601626,0.0,0.0,0.975609756097561,31.382113821138212
100750,ALABAMA,Clay County,4.0,18028000.0,8900.8262,0.006198347,1868.0,4.0,0.16059957173447537,0.21413276231263384,18.41541755888651,5.5139186295503215,0.10706638115631692,0.0,2.7301927194860816,72.85867237687366
100780,ALABAMA,Cleburne County,9.0,29993000.0,14959.52564416949,0.013220893418815494,2512.0,4.0,0.1592356687898089,0.03980891719745223,4.498407643312102,3.3837579617834397,0.0,0.0,1.3136942675159236,90.60509554140127
100810,ALABAMA,Coffee County,4.0,21185000.0,9387.3369,0.004189944,2388.0,4.0,2.1775544388609713,0.25125628140703515,4.061976549413735,6.11390284757119,0.12562814070351758,0.0,1.2144053601340032,86.05527638190955
100840,ALABAMA,Colbert County,8.0,31464000.0,11507.445,0.010309278,2668.0,4.0,0.2623688155922039,0.2623688155922039,12.331334332833583,4.385307346326837,0.11244377811094453,0.0,2.3238380809595203,80.32233883058471
100870,ALABAMA,Conecuh County,8.0,20539000.0,10417.653,0.011302476,1941.0,4.0,0.824317362184441,0.20607934054611024,64.76043276661515,2.472952086553323,0.10303967027305512,0.0,0.1545595054095827,31.478619268418342
100900,ALABAMA,Coosa County,3.0,10313000.0,15585.42252969318,0.02775009709677817,857.0,4.0,0.0,0.0,44.224037339556595,3.9673278879813303,0.0,0.0,2.6837806301050176,49.12485414235706
100930,ALABAMA,Covington County,9.0,31729000.0,9208.2666,0.001602051,3082.0,4.0,0.3569110966904607,0.8436080467229072,6.846203763789747,1.5249837767683323,0.0,0.0,1.2329656067488644,89.1953277092797
100960,ALABAMA,Crenshaw County,4.0,24522000.0,15120.577243788455,0.017432853197689946,2248.0,4.0,0.17793594306049823,0.6227758007117438,29.448398576512457,2.224199288256228,0.0,0.0,1.3345195729537367,66.19217081850533
100990,ALABAMA,Cullman City,7.0,30962000.0,14432.042917702805,0.02535050421194214,3201.0,2.0,0.28116213683223995,1.6244923461418306,1.155888784754764,8.24742268041237,0.46860356138706655,0.0,2.0930959075288973,86.12933458294283
101020,ALABAMA,Cullman County,28.0,97545000.0,9496.043,0.024369922999999998,9468.0,4.0,0.17955217574989438,0.16899028305872413,0.982256020278834,9.36839881706802,0.2006759611322349,0.0,5.069708491761724,84.03041825095058
101050,ALABAMA,Dale County,8.0,31160000.0,8848.8037,0.007974481,3189.0,4.0,0.3449357165255566,0.40765130134838506,19.41047350266541,4.5782376920664785,0.18814675446848542,0.0,2.1950454687989964,72.87550956412669
101080,ALABAMA,Daleville City,2.0,10451000.0,9904.3828,0.05677291,1087.0,2.0,0.5519779208831647,0.7359705611775529,30.174793008279668,16.09935602575897,0.36798528058877644,0.0,4.507819687212511,47.56209751609936
101110,ALABAMA,Dallas County,12.0,35783000.0,11135.453000000001,0.002861685,3027.0,4.0,0.03303600925008259,0.39643211100099107,76.41228939544104,0.9580442682523951,0.06607201850016518,0.0,0.3633961017509085,21.770730095804428
101140,ALABAMA,DeKalb County,16.0,89430000.0,9457.2754,0.12235399,8835.0,4.0,12.699490662139219,0.15846066779852858,0.8828522920203735,30.91114883984154,0.022637238256932653,0.0,0.47538200339558573,54.85002829654782
101170,ALABAMA,Decatur City,20.0,145737000.0,10150.926,0.10244683,8699.0,1.0,0.21841590987469825,1.0805839751695596,29.371192091044946,29.060811587538797,0.18392918726290378,0.0,4.7591677204276355,35.32589952868146
101200,ALABAMA,Demopolis City,4.0,20199000.0,8368.0313,0.017857144,2216.0,2.0,0.22563176895306858,0.4963898916967509,49.368231046931406,4.061371841155235,0.0,0.0,0.4963898916967509,45.351985559566785
101230,ALABAMA,Dothan City,19.0,87057000.0,9155.2158,0.017800933,8967.0,1.0,0.24534403925504628,1.8177762908442066,57.93464926954388,5.609456897513104,0.16728002676480427,0.0,1.2044161927065908,33.021077283372364
101260,ALABAMA,Elba City,3.0,7295000.0,15620.748250064755,0.02857705929112049,622.0,4.0,0.6430868167202572,0.0,45.98070739549839,3.697749196141479,0.0,0.0,3.215434083601286,46.463022508038584
101290,ALABAMA,Elmore County,15.0,104114000.0,8263.4668,0.013225892,11433.0,3.0,0.4548237557946296,0.8746610688358262,27.31566517974285,1.7493221376716523,0.07871949619522435,0.0,2.5102772675588207,67.016531094201
101320,ALABAMA,Enterprise City,10.0,69831000.0,8726.3184,0.050056722000000005,6723.0,2.0,0.8032128514056225,2.7666220437304774,21.76111854826714,13.148891863751302,0.4908522980812137,0.0,3.257474341811691,57.77182805295255
101350,ALABAMA,Escambia County,12.0,51335000.0,15015.770265093506,0.03069482480428433,4234.0,2.0,4.0859707132735,0.3070382616910723,40.52905054322154,2.149267831837506,0.14170996693434104,0.0,1.2517713745866792,51.53519130845536
101380,ALABAMA,Etowah County,24.0,79985000.0,8433.4775,0.009014149,8486.0,3.0,0.23568230025925052,0.8484562809333019,2.816403488098044,4.654725430120198,0.10605703511666274,0.0,2.910676408201744,88.4279990572708
101410,ALABAMA,Eufaula City,6.0,31155000.0,6715.8774,0.022284122000000003,5427.0,2.0,0.5343652109821264,0.9950248756218906,41.127694859038144,6.449235304956698,0.2579694121982679,0.0,0.23954302561267735,50.3961673115902
101440,ALABAMA,Fairfield City,6.0,18485000.0,15720.277443271512,0.052011322598360554,1549.0,3.0,0.1291155584247902,0.0,97.28857327307941,2.065848934796643,0.0645577792123951,0.0,0.0,0.45190445448676564
101470,ALABAMA,Fayette County,6.0,24492000.0,9139.3682,0.004631579,2302.0,4.0,0.0,0.3475238922675934,15.073848827106863,2.2589052997393573,0.0,0.0,2.997393570807993,79.3223284100782
101530,ALABAMA,Florence City,8.0,57540000.0,10800.223999999998,0.023266218999999998,4254.0,1.0,0.047014574518100614,0.7052186177715092,33.73295721673719,11.259990597085096,0.023507287259050307,0.0,7.475317348377997,46.75599435825106
101560,ALABAMA,Fort Payne City,4.0,28700000.0,8339.0254,0.14312325,3249.0,2.0,1.2619267466912896,0.8618036318867344,3.3856571252693137,38.50415512465374,0.0,0.0,2.123730378578024,53.8627269929209
101590,ALABAMA,Franklin County,9.0,36143000.0,9353.2021,0.048794013,3674.0,4.0,0.4899292324442025,0.1633097441480675,1.4697876973326076,15.187806205770277,0.10887316276537834,0.0,1.0070767555797495,81.57321720195972
101620,ALABAMA,Gadsden City,15.0,52786000.0,9729.7822,0.059447981,5194.0,1.0,0.48132460531382365,0.9819021948402002,47.285329226030036,14.536003080477474,0.0,0.0,1.001155179052753,35.714285714285715
101640,ALABAMA,Geneva City,3.0,12958000.0,10021.276,0.002364066,1249.0,2.0,0.32025620496397117,0.4803843074459568,13.210568454763811,2.321857485988791,0.08006405124099279,0.0,1.601281024819856,81.98558847077662
101660,ALABAMA,Geneva County,10.0,26818000.0,9075.6758,0.016576577,2750.0,4.0,0.4,0.43636363636363634,11.745454545454546,9.6,0.18181818181818182,0.0,2.4,75.23636363636363
101680,ALABAMA,Greene County,5.0,14323000.0,15800.143328008402,0.05250620549467036,1054.0,4.0,0.09487666034155598,0.8538899430740038,97.05882352941177,1.1385199240986716,0.2846299810246679,0.0,0.0,0.5692599620493358
101690,ALABAMA,Guntersville City,4.0,19553000.0,9500.5078,0.019796954,1871.0,2.0,0.48102618920363444,1.6034206306787815,9.299839657936932,8.070550507749866,0.2672367717797969,0.0,3.4206306787814005,76.85729556386958
101710,ALABAMA,Hale County,7.0,25687000.0,9255.0742,0.007276905,2488.0,2.0,0.0,0.08038585209003216,68.89067524115755,1.3665594855305465,0.04019292604501608,0.0,0.24115755627009647,29.381028938906752
101720,ALABAMA,Haleyville City,4.0,16913000.0,15129.138431200143,0.030468423841089914,1619.0,4.0,0.1852995676343422,1.2970969734403952,1.2353304508956147,10.19147621988882,0.12353304508956146,0.0,1.8529956763434219,85.11426806670785
101730,ALABAMA,Hartselle City,6.0,30287000.0,8850.4678,0.0068535819999999996,3469.0,3.0,0.6341885269530124,0.9801095416546555,4.237532430095128,3.459210147016431,0.11530700490054771,0.0,1.8737388296339001,88.69991351974632
101740,ALABAMA,Henry County,6.0,23414000.0,8788.2686,0.00723182,2466.0,4.0,0.28386050283860503,0.44606650446066504,30.738037307380374,3.1224655312246554,0.0,0.0,2.67639902676399,62.73317112733171
101760,ALABAMA,Homewood City,5.0,50352000.0,11389.208999999999,0.053717025,4292.0,3.0,0.023299161230195712,2.213420316868593,17.520969245107175,12.045666356011184,0.023299161230195712,0.0,4.72972972972973,63.44361602982293
101770,ALABAMA,Houston County,12.0,62607000.0,13417.572193664571,0.02102073545387076,6418.0,4.0,0.1869741352446245,0.21813649111872857,16.18884387659707,5.827360548457463,0.1558117793705204,0.0,1.5269554378311,75.8959177313805
101800,ALABAMA,Huntsville City,39.0,320224000.0,10732.415,0.046616167,23993.0,1.0,0.4793064643854458,1.6088025674154962,39.29062643270954,13.287208769224357,0.3125911724252907,0.0,6.781144500479306,38.240320093360566
101830,ALABAMA,Jackson County,18.0,56684000.0,9906.7646,0.012065814,5337.0,4.0,15.383174067828367,0.18737118231216038,3.841109237399288,4.852913621884954,0.14989694584972832,0.0,1.1617013303353945,74.4238336143901
101860,ALABAMA,Jacksonville City,2.0,15714000.0,9270.4404,0.003773585,1622.0,1.0,0.06165228113440197,1.6646115906288532,33.168927250308265,3.76078914919852,0.18495684340320592,0.0,0.18495684340320592,60.97410604192355
101890,ALABAMA,Jasper City,5.0,32795000.0,9985.6719,0.049228508,2754.0,2.0,0.29048656499636893,1.0893246187363834,16.049382716049383,11.365286855482934,0.0,0.0,1.7792302106027595,69.42628903413217
101920,ALABAMA,Jefferson County,59.0,351145000.0,9107.0752,0.038096819,36246.0,3.0,0.15174088175246925,0.5517850245544336,49.75445566407328,10.24388898085306,0.11863378027920322,0.0,0.7090437565524471,38.47045191193511
101950,ALABAMA,Lamar County,5.0,24093000.0,8691.8848,0.005494506,2290.0,4.0,0.043668122270742356,0.2183406113537118,11.135371179039302,2.489082969432314,0.043668122270742356,0.0,1.222707423580786,84.8471615720524
101980,ALABAMA,Lanett City,3.0,9097000.0,9932.2803,0.059819410999999996,925.0,2.0,0.0,0.32432432432432434,80.32432432432432,10.81081081081081,0.0,0.0,0.972972972972973,7.5675675675675675
102010,ALABAMA,Lauderdale County,11.0,77078000.0,8794.7441,0.0033297659999999996,8275.0,4.0,0.229607250755287,0.676737160120846,2.7794561933534743,2.102719033232628,0.06042296072507553,0.0,1.365558912386707,92.78549848942598
102040,ALABAMA,Lawrence County,15.0,47865000.0,9330.1611,0.009722797,4662.0,4.0,9.523809523809524,0.3861003861003861,10.317460317460318,3.196053196053196,0.0858000858000858,0.0,2.5954525954525955,73.8953238953239
102070,ALABAMA,Lee County,14.0,97354000.0,9411.9961,0.011913395,9514.0,3.0,0.47298717679209584,0.4834980029430313,22.31448391843599,6.600798822787471,0.21021652301870927,0.0,2.3964683624132856,67.52154719360942
102100,ALABAMA,Limestone County,17.0,106821000.0,12004.267909835015,0.03003580407181472,10612.0,4.0,0.6219374293252922,0.7067470787787411,10.912174896343762,10.356200527704486,0.09423294383716548,0.0,2.6479457218243496,74.66076140218621
102130,ALABAMA,Linden City,3.0,5497000.0,10931.173999999999,0.006072875,477.0,4.0,0.0,0.20964360587002095,96.0167714884696,0.8385744234800838,0.0,0.0,0.0,2.9350104821802936
102160,ALABAMA,Lowndes County,8.0,20399000.0,12813.66,0.00198939,1328.0,4.0,0.0,0.15060240963855423,97.96686746987952,0.6024096385542169,0.0,0.0,0.0,1.2801204819277108
102190,ALABAMA,Macon County,7.0,26221000.0,11858.626,0.001482946,1872.0,2.0,0.16025641025641027,0.10683760683760683,93.05555555555556,1.5491452991452992,0.0,0.0,3.7393162393162394,1.3888888888888888
102220,ALABAMA,Madison County,29.0,185879000.0,8782.0381,0.009094668,19093.0,3.0,6.379301314617923,1.5241187869899964,20.63583512281988,4.876132614047033,0.19378829937673492,0.0,2.5035353270832243,63.88728853506521
102250,ALABAMA,Marengo County,3.0,12762000.0,10917.938,0.030273387026112403,1002.0,4.0,0.0,0.499001996007984,63.37325349301397,0.6986027944111777,0.0,0.0,0.3992015968063872,35.02994011976048
102310,ALABAMA,Marion County,11.0,33880000.0,9350.8037,0.01369863,3289.0,4.0,0.33444816053511706,0.638491942839769,4.226208574034661,3.891760413499544,0.09121313469139557,0.0,1.976284584980237,88.84159318941927
102350,ALABAMA,Midfield City,4.0,12171000.0,15714.174068617376,0.054626895428614416,1023.0,3.0,0.2932551319648094,0.0,92.66862170087977,4.789833822091887,0.0,0.0,1.5640273704789833,0.6842619745845552
102370,ALABAMA,Mobile County,90.0,571906000.0,9379.7236,0.012785194,53967.0,1.0,1.0877017436581615,2.2198751088628237,49.94348398095132,4.348953990401542,0.0833842903996887,0.0,2.8925083847536457,39.42409250097282
102400,ALABAMA,Monroe County,9.0,34765000.0,15004.949224399552,0.03150810705458791,3355.0,4.0,3.30849478390462,0.26825633383010433,51.38599105812221,1.1624441132637855,0.029806259314456036,0.0,1.3114754098360655,42.53353204172876
102430,ALABAMA,Montgomery County,52.0,297159000.0,9105.0723,0.047655169000000004,28890.0,1.0,0.32191069574247144,3.440636898580824,78.69158878504673,7.781239183108342,0.0796123226029768,0.0,0.647282796815507,9.03772931810315
102480,ALABAMA,Morgan County,19.0,80235000.0,9714.6943,0.036704414,7574.0,4.0,0.48851333509374173,0.5809347768682335,2.9178769474518087,11.777132294692368,0.026406126221283337,0.0,0.9110113546342752,83.29812516503829
102490,ALABAMA,Mountain Brook City,6.0,59914000.0,13303.476999999999,0.001611789,4346.0,3.0,0.0,0.8743672342383801,0.25310630464795214,1.3575701794753796,0.0,0.0,2.0938794293603316,95.42107685227796
102520,ALABAMA,Muscle Shoals City,7.0,30781000.0,10049.601999999999,0.01526188,2812.0,1.0,1.031294452347084,2.275960170697013,15.5049786628734,4.943100995732575,0.07112375533428165,0.0,3.9829302987197726,72.19061166429587
102550,ALABAMA,Oneonta City,3.0,13234000.0,8209.1152,0.058310993,1503.0,4.0,0.33266799733865604,1.1310711909514304,5.189620758483034,23.220226214238192,0.1330671989354624,0.0,4.191616766467066,65.80172987358615
102580,ALABAMA,Opelika City,9.0,49547000.0,10529.92,0.038452785,4514.0,1.0,0.3987594151528578,1.5285777580859548,56.269384138236596,10.877270713336287,0.11076650420912716,0.0,1.5285777580859548,29.286663712893223
102610,ALABAMA,Opp City,3.0,14110000.0,9501.5127,0.003782148,1290.0,4.0,0.15503875968992248,0.46511627906976744,21.007751937984494,1.7829457364341086,0.0,0.0,0.31007751937984496,76.27906976744185
102635,ALABAMA,Oxford City,7.0,44031000.0,9964.7598,0.032343712000000004,4083.0,1.0,0.09796718099436688,1.322556943423953,26.034778349253,13.421503796228263,0.09796718099436688,0.0,3.7227528777859415,55.30247367132011
102640,ALABAMA,Ozark City,6.0,23512000.0,15341.202106276249,0.03401193596655072,2117.0,2.0,0.2834199338686821,1.7005196032120926,49.740198393953705,3.4010392064241852,0.2834199338686821,0.0,3.1648559282002835,41.42654700047237
102650,ALABAMA,Pell City,8.0,38472000.0,8808.7021,0.005751438,4050.0,2.0,0.12345679012345678,0.6666666666666666,12.444444444444445,3.037037037037037,0.07407407407407407,0.0,1.8271604938271604,81.82716049382717
102670,ALABAMA,Perry County,2.0,16186000.0,10101.940999999999,0.04215402112452919,1289.0,4.0,0.0,0.07757951900698215,99.22420480993019,0.07757951900698215,0.07757951900698215,0.0,0.07757951900698215,0.46547711404189296
102700,ALABAMA,Phenix City,12.0,69012000.0,8916.4893,0.014369043,7146.0,3.0,0.44780296669465436,0.6157290792051497,56.85698292751189,8.242373355723482,0.11195074167366359,0.0,5.275678701371397,28.44948222781976
102730,ALABAMA,Pickens County,8.0,31040000.0,9461.0967,0.011498659,2524.0,4.0,0.31695721077654515,0.4754358161648177,57.52773375594295,3.803486529318542,0.039619651347068144,0.0,1.1885895404120443,36.64817749603804
102760,ALABAMA,Piedmont City,3.0,11138000.0,8628.3398,0.003238866,1151.0,2.0,0.3475238922675934,0.6081668114682884,10.338835794960904,1.6507384882710687,0.08688097306689835,0.0,2.4326672458731537,84.5351867940921
102790,ALABAMA,Pike County,7.0,27104000.0,15431.469520885663,0.03507280936774561,2203.0,4.0,0.6354970494779846,0.2723558783477077,49.11484339536995,4.266908760780754,0.04539264639128461,0.0,2.3150249659555153,43.3499773036768
102820,ALABAMA,Randolph County,8.0,22378000.0,9616.6152,0.021323856000000002,2160.0,4.0,0.37037037037037035,0.09259259259259259,14.351851851851851,7.361111111111111,0.1388888888888889,0.0,1.3888888888888888,76.29629629629629
102850,ALABAMA,Roanoke City,4.0,14139000.0,15254.107692842892,0.02265217748989086,1519.0,2.0,0.06583278472679395,0.9216589861751152,39.89466754443713,1.3824884792626728,0.1316655694535879,0.0,0.4608294930875576,57.142857142857146
102880,ALABAMA,Russell County,8.0,34446000.0,9427.1846,0.006766696,3447.0,4.0,0.5512039454598201,0.8413112851755149,38.729329852045254,7.078619089062953,0.6672468813460981,0.0,4.554685233536408,47.57760371337395
102910,ALABAMA,Russellville City,5.0,28002000.0,9883.3994,0.15849802,2456.0,2.0,0.8143322475570033,0.44788273615635177,5.578175895765472,51.5472312703583,0.04071661237785016,0.0,1.3436482084690553,40.22801302931596
102940,ALABAMA,Scottsboro City,5.0,27193000.0,9690.7217,0.021015067000000002,2492.0,2.0,0.6821829855537721,0.7624398073836276,5.537720706260032,8.868378812199037,0.04012841091492777,0.0,2.086677367576244,82.02247191011236
102970,ALABAMA,Selma City,12.0,34814000.0,9548.0664,0.001706485,3046.0,2.0,0.06565988181221274,0.1313197636244255,98.16152330925804,0.1313197636244255,0.0,0.0,0.03282994090610637,1.4773473407747866
103000,ALABAMA,Sheffield City,4.0,13333000.0,11438.202,0.010299626,1054.0,3.0,0.18975332068311196,0.5692599620493358,40.32258064516129,5.1233396584440225,0.0,0.0,4.269449715370019,49.52561669829222
103030,ALABAMA,Shelby County,31.0,221086000.0,9725.6299,0.027160494,20570.0,3.0,0.25765678172095285,2.017501215362178,16.174039863879436,8.215848322800195,0.08750607681088965,0.0,2.600875060768109,70.64657267865825
103062,ALABAMA,St Clair County,19.0,84506000.0,8462.5166,0.010521701000000001,9464.0,4.0,0.17962806424344885,0.8030431107354185,9.435756551141166,5.357142857142857,0.08453085376162299,0.0,1.8702451394759088,82.26965342349958
103090,ALABAMA,Sumter County,5.0,19177000.0,11402.167,0.0019120460000000001,1348.0,4.0,0.14836795252225518,0.44510385756676557,97.18100890207715,0.5192878338278932,0.0,0.0,0.07418397626112759,1.632047477744807
103120,ALABAMA,Sylacauga City,4.0,24632000.0,9855.7607,0.008355321,2184.0,2.0,0.045787545787545784,0.45787545787545786,39.46886446886447,3.8003663003663,0.045787545787545784,0.0,1.098901098901099,55.082417582417584
103150,ALABAMA,Talladega City,7.0,23350000.0,10902.021,0.012626262,1979.0,4.0,0.0,0.25265285497726125,67.45831227892876,2.880242546740778,0.0,0.0,1.3643254168772108,28.044466902476
